FIPS,State,County,Vets18OPct,GulfWar2VetsPct,GulfWar1VetsPct,VietnamEraVetsPct,KoreanWarVetsPct,WW2VetsPct,MaleVetsPct,FemaleVetsPct,WhiteNonHispVetsPct,BlackVetsPct,HispanicVetsPct,OtherRaceVetsPct,MedianVetsInc,MedianNonVetsInc,LessThanHSVetsPct,HighSchOnlyVetsPct,SomeCollegeVetsPct,CollegeDegreeVetsPct,LFPVetsRate,UEVetsRate,PctVetsPoor,PctNonVetsPoor,PctVetsDisabilty,PctNonVetsDisabilty,CivPopVets18to64Num,CivPop18ONum,Vets18ONum,NonVetsDisabilty,NonVetsPoor,VetsDisabilty,VetsPoor,CLFVets18to64Num
00000,US,United States,7.494853614,18.03760184,20.08408058,35.82127909,8.831792202,4.239174073,91.35909048,8.640909523,77.66583463,11.71145777,6.72248648,5.77505804,40842,29777,6.211947997,28.21147576,37.23263081,28.34394544,76.26693184,4.878261782,8.478275093,13.47957097,18.1515545,9.982234176,7168168,248322822,18611432,18433042,24891171,1681238,785277,9398789
01000,AL,Alabama,8.941361969,20.07842693,24.18392188,36.55285028,7.967246625,2.80721933,90.37839803,9.621601971,72.95194563,22.64518071,1.889457358,3.068543112,39362,24500,6.595191389,28.29721903,37.62757523,27.48001434,71.3419608,4.641532756,9.611101785,17.05626583,22.23658441,13.85341228,129440,3753332,335599,374907,461584,39739,17176,181436
01001,AL,Autauga,12.28320899,31.69000197,40.82035102,32.93236048,9.347268783,4.811674226,88.79905344,11.20094656,84.48037862,10.76710708,4.456714652,1.40011832,57995,26203,3.224522293,21.41719745,31.0111465,44.34713376,84.57429048,3.434662456,4.781144781,15.19451106,18.95622896,15.92725819,2533,41284,5071,4782,4562,563,142,2995
01003,AL,Baldwin,11.93792329,16.79239434,20.84323654,41.72780821,9.667252248,3.125968792,90.82360236,9.176397644,91.13361579,5.595742482,1.193551721,2.350935207,40235,27345,3.78389632,27.53864571,36.45968875,32.21776922,76.9515918,2.550297535,7.004964148,10.6784602,17.10976282,10.74907656,7058,162122,19354,11873,11795,1551,635,9172
01005,AL,Barbour,7.672269734,12.55605381,21.20435618,40.99935939,8.263933376,3.97181294,90.19859065,9.801409353,61.75528507,35.74631646,0.896860987,2.498398463,27245,17768,11.33888533,41.96028187,34.27290199,12.42793081,49.04371585,3.342618384,12.72141707,26.04376968,38.16425121,17.90357749,359,20346,1561,2217,3225,237,79,732
01007,AL,Bibb,7.15245131,11.50234742,25.43035994,34.74178404,7.433489828,3.677621283,97.49608764,2.503912363,84.27230047,14.24100156,1.095461659,0.391236307,33341,21723,6.83081811,50.83399523,30.02382844,12.31135822,54.33070866,0,8.532423208,13.56984856,28.83959044,14.02926663,345,17868,1278,1649,1595,169,50,635
01009,AL,Blount,8.532384535,13.86454183,13.25365206,35.88313413,10.94289509,1.646746348,94.10358566,5.896414343,93.30677291,2.682602922,2.310756972,3.79814077,32852,26194,10.13333333,37.12,37.41333333,15.33333333,61.67061611,6.340057637,7.168246445,13.17137147,26.007109,11.57569323,1041,44126,3765,3707,4218,439,121,1688
01011,AL,Bullock,4.340404779,17.97752809,25,37.92134831,6.460674157,1.404494382,78.37078652,21.62921348,33.70786517,66.29213483,0,0,35255,20751,11.51685393,21.62921348,39.88764045,26.96629213,64.39790576,0,14.65968586,26.1877551,24.60732984,12.27755102,123,8202,356,752,1604,47,28,191
01013,AL,Butler,7.600181265,17.37649063,17.120954,37.47870528,10.39182283,5.877342419,90.97103918,9.028960818,55.53662692,39.94889267,0,4.514480409,32483,19231,8.304794521,31.93493151,36.98630137,22.7739726,55.93869732,10.95890411,12.47563353,22.86260585,24.75633528,15.47846672,292,15447,1174,1700,2511,127,64,522
01015,AL,Calhoun,10.65629568,18.11708032,20.65137711,43.41815897,5.644570112,1.853597235,92.12482983,7.875170175,74.88742277,20.34768039,1.570845115,3.194051733,38996,22022,6.538015396,28.20837288,43.88906464,21.36454708,71.35007849,4.01540154,10.42738425,18.74316333,33.161852,17.98855404,3636,89609,9549,11347,11823,1676,527,5096
01017,AL,Chambers,8.240077589,19.82797646,14.44092349,48.34766863,4.391127207,2.761430512,92.71163422,7.288365776,67.85875962,27.52376641,3.304662743,1.312811227,27227,21814,14.00282885,31.35313531,40.40546912,14.23856671,73.24602432,1.787994891,17.53063148,15.9018533,26.20169651,14.53928478,783,26808,2209,2785,3046,278,186,1069
01019,AL,Cherokee,10.14246122,11.50527325,14.71716203,45.25407478,5.848513902,3.595397891,93.91179291,6.088207095,96.26078619,3.020134228,0,0.719079578,31250,21786,13.85512883,40.69032572,32.37724842,13.07729703,81.44329897,0.316455696,5.798969072,15.71276218,18.29896907,17.55421258,632,20567,2086,2469,2210,142,45,776
01021,AL,Chilton,8.10924496,12.04149685,21.60059281,43.3123379,6.669136717,1.000370508,90.292701,9.707299,80.84475732,11.67098926,3.779177473,5.816969248,36039,23583,8.466394356,47.38210175,29.63238025,14.51912365,70.40065413,2.555168409,9.440267335,19.0720205,23.47535505,17.35057448,861,33283,2699,4334,4764,281,113,1223
01023,AL,Choctaw,7.395683453,12.1919585,18.41763943,30.35019455,9.079118029,2.983138781,94.16342412,5.836575875,63.03501946,36.96498054,0,0,32820,20377,9.987029831,50.19455253,35.01945525,4.798962387,51.91815857,6.403940887,7.928388747,21.83679272,32.73657289,25.53312482,203,10425,771,1796,1536,128,31,391
01025,AL,Clarke,5.951440459,19.46902655,15.39823009,38.05309735,8.938053097,1.415929204,86.81415929,13.18584071,62.56637168,36.90265487,0,0.530973451,26250,20858,13.57586513,33.45164153,38.33185448,14.64063886,62.75605214,11.8694362,20.94339623,26.81053402,22.45283019,13.92099488,337,18987,1130,1903,3665,119,111,537
01027,AL,Clay,7.462827919,7.868020305,20.30456853,54.82233503,7.614213198,2.030456853,95.93908629,4.060913706,81.59898477,16.11675127,0.888324873,1.395939086,36591,21498,6.472081218,36.80203046,38.07106599,18.65482234,66.0899654,0,11.07266436,18.24923851,21.79930796,10.4224606,191,10559,788,787,1378,63,32,289
01029,AL,Cleburne,6.229308242,15.38461538,9.79020979,45.31468531,10.90909091,6.853146853,93.14685315,6.853146853,98.6013986,1.398601399,0,0,29554,20979,20.83916084,34.54545455,32.58741259,12.02797203,68.70503597,6.282722513,10.98901099,15.71805956,26.00732601,21.15754083,191,11478,715,1762,1309,71,30,278
01031,AL,Coffee,16.95232078,38.49976704,43.34523994,30.39291815,5.109489051,2.438266812,87.96396956,12.03603044,77.54309675,15.29740643,4.907594347,2.997359838,59319,22409,5.120576261,19.93423113,39.53961791,35.40557469,78.56637585,3.271308523,5.999055267,14.92686038,18.06802078,14.85511579,3332,37983,6439,3727,3745,765,254,4241
01033,AL,Colbert,8.961251167,14.04011461,17.40036468,33.18572545,12.34696536,5.886949726,93.09716072,6.902839281,77.1294608,17.97343058,0.494920552,4.688721021,34767,24194,8.442579969,38.35867855,36.36601993,16.83272155,69.68421053,8.912386707,12.47368421,15.5427061,25.15789474,15.72443416,1324,42840,3839,4759,4704,478,237,1900
01035,AL,Conecuh,7.867788705,4.381443299,32.60309278,41.75257732,4.768041237,2.835051546,72.03608247,27.96391753,74.74226804,25.25773196,0,0,19438,17829,15.65329884,33.89391979,33.63518758,16.81759379,66.41791045,0,24.12935323,21.37427336,21.64179104,20.82277538,267,9863,776,1397,1434,87,97,402
01037,AL,Coosa,11.76013326,14.82530689,26.62889518,38.33805477,3.493862134,3.966005666,88.76298395,11.23701605,67.51652502,31.16147309,1.322001889,0,33858,18321,5.167464115,34.44976077,43.3492823,17.03349282,60.55646481,3.243243243,11.90082645,11.77609576,19.50413223,17.44411195,370,9005,1059,991,669,118,72,611
01039,AL,Covington,9.958819492,14.30048243,13.12887664,44.17643005,10.88904204,2.618883529,93.45279118,6.547208822,90.52377671,5.754651964,0.964851826,3.239145417,29095,23563,11.15745568,34.65415363,33.92422662,20.26416406,67.18878813,5.521472393,11.676397,17.83197561,27.85654712,16.74746364,815,29140,2902,3351,3568,334,140,1213
01041,AL,Crenshaw,7.110820407,12.22076216,15.63731932,42.18134034,12.48357424,0.262812089,93.29829172,6.701708279,79.1064389,17.73981603,0,3.153745072,28750,19812,11.24338624,37.6984127,37.3015873,13.75661376,69.74169742,0,20.66420664,14.98855835,39.85239852,20.31528096,189,10702,761,1598,1179,108,56,271
01043,AL,Cullman,8.084217798,15.10973004,20.56710041,42.61021558,9.069722276,1.437172266,90.21169159,9.788308409,97.88308409,0.776849874,0.233054962,1.10701107,30525,23170,9.520108801,33.06780649,43.05420633,14.35787838,67.04225352,8.763505402,16.18426417,16.06690541,23.52221769,15.10393921,1666,63692,5149,6917,7358,577,397,2485
01045,AL,Dale,17.77225064,30.39122137,35.49618321,35.62340967,5.916030534,1.304071247,85.24173028,14.75826972,71.64440204,20.72201018,5.168575064,4.691475827,40628,19798,4.337936637,28.28594639,46.43379366,20.94232331,75.88582677,4.150453956,9.68146476,19.85341668,20.74241284,18.86182367,3084,35381,6288,4375,4605,827,386,4064
01047,AL,Dallas,6.964976684,15.90693257,19.8005698,34.99525166,9.639126306,4.320987654,93.87464387,6.125356125,34.23551757,63.53276353,1.519468186,1.614434948,28688,19090,6.676272815,31.8443804,44.09221902,17.38712776,63.21934946,2.90237467,17.59799833,28.87307989,25.9382819,16.97403598,758,30237,2106,3746,6372,311,211,1199
01049,AL,DeKalb,6.847249372,15.57911909,18.1348559,39.77705275,9.624796085,1.576943991,92.4959217,7.504078303,92.95812942,0.734094617,2.147906471,5.247417074,28623,21390,13.49862259,30.11019284,36.52892562,19.86225895,62.88782816,4.079696395,10.37446286,21.00368967,17.67955801,13.7888911,1054,53715,3678,5531,8425,288,169,1676
01051,AL,Elmore,10.55746621,26.16666667,35.37878788,31.75757576,7.015151515,2.136363636,85.06060606,14.93939394,81.40909091,12.93939394,0.939393939,4.787878788,46690,26674,3.79241517,26.65438354,36.69583909,32.8573622,71.41791045,3.274120515,3.120902177,12.90315058,24.36401783,15.63163173,2871,62515,6600,6703,5533,929,119,4020
01053,AL,Escambia,7.531034483,10.25641026,23.58058608,38.04945055,10.48534799,1.098901099,92.58241758,7.417582418,75,17.53663004,0.457875458,7.005494505,29494,20859,7.405682347,38.47228691,38.05309735,16.0689334,56.22032289,19.08783784,10.12658228,24.17663487,39.66244726,16.00885282,592,29000,2184,3038,4588,376,96,1053
01055,AL,Etowah,9.20014881,19.16700364,22.75239251,38.28009166,8.397358135,4.030192748,92.39789729,7.602102709,84.21620164,12.84539695,0.566114032,2.560992047,35575,22291,6.767731456,31.57823498,42.16296697,19.49106659,72.66608136,5.114780507,8.355398647,15.83939843,22.21241542,17.92625298,2483,80640,7419,10394,9184,755,284,3417
01057,AL,Fayette,8.908531899,16.30716135,13.97756687,44.60742019,8.80069025,5.090595341,94.04659189,5.95340811,86.8852459,12.68334771,0,0.431406385,32944,20429,5.95340811,45.29767041,26.83347714,21.91544435,40.28340081,0,23.07692308,18.42574037,46.3562753,24.02582944,199,13010,1159,2158,1655,229,114,494
01059,AL,Franklin,5.296199545,21.79793158,11.37629276,30.15115354,12.56961018,4.45505171,88.38504375,11.61495625,86.47573588,2.784407319,4.375497216,6.364359586,25313,22705,13.32801277,31.44453312,47.00718276,8.220271349,56.37795276,6.983240223,5.205047319,16.59871544,23.18611987,13.78385926,358,23734,1257,2468,2972,147,33,635
01061,AL,Geneva,10.36698141,17.27699531,21.78403756,40.89201878,9.389671362,1.877934272,93.05164319,6.948356808,91.36150235,5.211267606,2.018779343,2.676056338,32108,20065,8.779342723,33.56807512,37.37089202,20.28169014,63.84236453,1.543209877,11.91191191,23.71047672,26.82682683,18.07775529,648,20546,2130,2590,3397,268,119,1015
01063,AL,Greene,6.505179768,25.05854801,9.836065574,30.44496487,16.15925059,0,76.34660422,23.65339578,28.1030445,71.8969555,0,0,29236,15436,13.58313817,34.42622951,41.45199063,10.53864169,24.82517483,0,36.36363636,34.15384615,39.51048951,22.54945055,71,6564,427,1026,1554,113,104,286
01065,AL,Hale,6.768174617,27.30819246,19.76592978,36.41092328,7.542262679,3.381014304,87.51625488,12.48374512,50.71521456,49.28478544,0,0,34716,18198,9.388335704,42.10526316,24.18207681,24.32432432,64.18918919,21.40350877,19.36936937,24.61009456,27.92792793,18.94879037,285,11362,769,1543,2004,124,86,444
01067,AL,Henry,9.092925261,20.89430894,18.04878049,41.62601626,6.74796748,1.544715447,87.72357724,12.27642276,72.60162602,23.98373984,3.089430894,2.195121951,30324,22052,5.166666667,33.41666667,35.91666667,25.5,59.6214511,0,8.201892744,12.95728368,26.02523659,17.27272727,378,13527,1230,1577,1183,165,52,634
01069,AL,Houston,9.959031284,18.90803875,23.26078752,37.07384577,7.535539062,2.528619952,90.62775192,9.372248082,76.5253491,19.73833187,1.484463455,2.75506353,37500,22825,5.775577558,27.50698147,42.81543539,23.90200559,73.11697748,4.769791322,7.167318982,17.6086014,20.81702544,16.20220238,3019,79817,7949,9343,10154,851,293,4129
01071,AL,Jackson,7.090153921,13.47346657,17.43625086,45.89937974,10.64782908,3.204686423,96.38180565,3.618194349,89.4210889,5.272226051,0.172294969,5.134390076,31309,22226,8.987968861,36.58881812,37.50884643,16.9143666,77.57625721,0.531349628,7.042253521,20.60657404,18.06130903,17.11962047,941,40930,2902,5052,6081,218,85,1213
01073,AL,Jefferson,7.351382865,15.57710856,20.57121423,35.2588147,8.600364377,4.160861644,90.90129675,9.098703247,52.95788233,44.38966885,1.01543243,2.16214768,39343,27323,5.708570965,27.14814715,40.73843825,26.40484364,70.18325402,6.787362954,13.52043429,15.87522221,24.014135,13.37428588,13864,507714,37324,50707,60189,4689,2640,19754
01075,AL,Lamar,7.085020243,11.94805195,22.5974026,38.7012987,5.584415584,3.896103896,95.97402597,4.025974026,92.46753247,4.025974026,0,3.506493506,30455,20647,8.366533865,38.11420983,33.59893758,19.92031873,72.17847769,0,17.84776903,20.23825458,30.97112861,19.7296212,275,10868,770,1474,1512,118,68,381
01077,AL,Lauderdale,8.377147337,17.77992901,15.97289448,36.17295902,12.06840916,3.53339787,92.85253308,7.147466925,88.88351081,7.663762504,2.065182317,1.532752501,37665,25059,6.20425815,36.84298071,32.65136394,24.30139721,70.62404871,6.788793103,14.76099426,15.90852263,18.6998088,11.20770903,1856,73987,6198,5827,8271,489,386,2628
01079,AL,Lawrence,6.087962963,20.6590621,17.36375158,40.93789607,7.604562738,0,95.62737643,4.372623574,84.28390368,8.491761724,0.380228137,6.844106464,37802,24097,12.74951706,37.28267869,41.33934321,8.628461043,75.36945813,1.14379085,4.5,17.3514555,18.25,18.54918502,612,25920,1578,3562,3332,146,36,812
01081,AL,Lee,8.004115392,24.94476803,29.6143804,31.41193011,7.280578429,0.933922474,90.93191404,9.068085961,68.08596104,25.79835308,3.735689898,3.002610966,46040,22353,6.337524277,23.5101707,40.36594092,29.7863641,67.46717899,4.579971523,9.513132607,24.13938221,33.90454837,10.34529922,4214,124411,9958,9833,22944,2117,594,6246
01083,AL,Limestone,9.944650994,22.31904427,31.17357695,32.42445538,4.750527056,1.911454673,92.0449754,7.955024596,85.98735067,10.09135629,2.206605762,2.037947997,45056,26277,5.769230769,26.10294118,37.48585973,30.64196833,74.6124031,2.207792208,5.361245851,12.85761519,16.77304059,14.56327674,3080,71546,7115,7488,6611,657,210,4128
01085,AL,Lowndes,4.629395396,18.03278689,19.94535519,37.97814208,13.1147541,1.366120219,89.3442623,10.6557377,43.98907104,56.01092896,0,0,33688,16970,10.92896175,38.79781421,26.2295082,24.04371585,48.38709677,0,14.51612903,25.49623546,41.39784946,24.04175222,90,7906,366,1405,1490,77,27,186
01087,AL,Macon,9.028088809,15.87526577,16.37136782,44.15308292,6.661941885,1.346562721,87.5265769,12.4734231,26.57689582,69.17080085,2.409638554,1.842664777,33438,16148,7.462686567,28.64250178,34.47050462,29.42430704,62.18034993,12.12121212,14.65517241,26.00021685,33.33333333,15.75409303,462,15629,1411,1453,2398,232,102,743
01089,AL,Madison,11.76462101,27.58937879,34.71208683,30.96522966,7.138038879,2.314956767,87.29380021,12.70619979,72.66511314,20.45747225,3.020175385,4.406083277,59450,29830,3.504318484,15.83134693,31.47695261,49.18738198,81.94342665,5.109402015,5.553098432,13.02219223,15.61256081,10.15674581,16773,277221,32614,20165,25854,3177,1130,20469
01091,AL,Marengo,6.463171865,12.62833676,24.02464066,28.23408624,4.209445585,0.410677618,94.14784394,5.852156057,45.89322382,52.3613963,0,1.745379877,31435,19927,16.0164271,36.4476386,32.23819302,15.29774127,56.41476274,0,11.24780316,22.50232558,32.33743409,22.26046512,321,15070,974,2393,2419,184,64,569
01093,AL,Marion,6.412155585,22.83828383,16.17161716,38.87788779,11.22112211,3.498349835,98.67986799,1.320132013,90.75907591,6.600660066,1.650165017,0.99009901,30980,19754,10.56105611,35.64356436,42.37623762,11.41914191,74.41520468,0,5.925925926,17.13905844,28,23.07366894,509,23627,1515,3818,2836,189,40,684
01095,AL,Marshall,8.574027428,17.59425494,18.81834503,40.96621511,8.225885425,3.166313041,95.05467602,4.945323976,95.38110005,0.326424025,1.97486535,3.362167456,34626,22157,9.933017481,27.00539128,41.7088711,21.35272014,68.66459627,5.065581185,11.52173913,19.58268308,26.83229814,13.18613568,2211,71460,6127,6844,10164,864,371,3220
01097,AL,Mobile,8.865565126,18.65170146,21.06805834,38.50800686,7.213325708,3.077637975,89.96639977,10.03360023,65.32027452,29.2000286,2.827423506,3.181298256,35637,24601,7.749411552,30.99040377,38.27629911,22.98388557,70.29967427,5.115373923,10.93864013,18.22740226,17.93698176,11.77090608,10791,315558,27976,27137,42022,2704,1649,15350
01099,AL,Monroe,8.871745419,23.09782609,22.01086957,24.79619565,8.016304348,4.6875,90.35326087,9.64673913,56.11413043,29.48369565,1.222826087,13.17934783,31200,19838,4.829545455,46.02272727,32.24431818,16.90340909,49.20424403,0.808625337,28.8,31.77538093,28.4,11.43639788,371,16592,1472,1336,3712,213,216,754
01101,AL,Montgomery,9.478918894,23.87600713,32.64038379,35.47573652,7.054554401,1.543760379,86.69659881,13.30340119,45.11347561,50.75342887,1.365397626,3.155175595,45609,24049,5.251284622,20.8923424,36.61486402,37.24150896,70.99733649,2.862303738,7.556497175,19.4190412,23.13357546,14.07473367,7197,171528,16259,17545,24207,2293,749,10137
01103,AL,Morgan,8.871029301,19.54517517,22.3601721,35.36570375,9.268592502,3.921327597,93.34972342,6.650276583,84.17947142,9.809465274,3.159188691,4.769514444,37306,24625,7.338660111,31.01413645,34.86170867,26.78549478,70.11282524,4.893267652,11.45232048,13.91373754,23.96675133,13.12159272,3045,91703,8135,8713,9239,1038,496,4343
01105,AL,Perry,5.155195682,30.62827225,3.141361257,45.02617801,5.497382199,5.497382199,93.97905759,6.020942408,50.78534031,49.21465969,0,0,20139,15781,9.264305177,66.48501362,9.536784741,14.71389646,10.63829787,0,24.52830189,43.51773649,22.64150943,26.9214527,25,7410,382,1275,2061,48,52,235
01107,AL,Pickens,8.075601375,9.346504559,23.17629179,30.85106383,12.91793313,2.3556231,93.76899696,6.23100304,58.05471125,39.1337386,2.051671733,2.811550152,25897,19032,12.00607903,46.65653495,29.02735562,12.3100304,61.45510836,5.289672544,9.884678748,21.18268415,29.15980231,19.73969631,397,16296,1316,2093,2246,177,60,646
01109,AL,Pike,6.973713605,19.06033102,14.46876668,40.20288308,6.83395622,3.577148959,90.54991991,9.450080085,68.55312333,24.71970101,1.97544047,6.086492258,33889,18392,12.19643821,22.82784674,41.60820291,23.36751214,73.30210773,6.389776358,10.91549296,28.43091817,41.66666667,14.86173335,626,26858,1873,2886,5521,355,93,854
01111,AL,Randolph,8.193657984,17.82999309,14.99654457,47.47753974,8.984105045,1.520387008,90.18659295,9.813407049,80.0276434,18.65929509,1.105736006,0.207325501,30180,22455,7.671043538,30.68417415,43.60746372,18.03731859,60.4770017,0.563380282,9.810671256,16.26633987,21.17039587,10.98039216,355,17660,1447,1344,1991,123,57,587
01113,AL,Russell,13.12602675,41.56981942,32.8803862,25.81798677,6.955122475,0.32183086,78.95583765,21.04416235,47.89915966,46.25424638,3.325585553,3.987126766,38014,21373,7.229791099,23.14259764,45.84922797,23.77838329,69.58240672,6.463068182,11.41722512,19.4652862,26.20997766,16.69997706,2816,42610,5593,5097,5941,1056,460,4047
01115,AL,St. Clair,9.839014166,16.84544493,16.57350053,38.19308053,7.508687113,3.051820517,93.33736214,6.662637861,87.36969331,8.037467895,1.843178728,3.565493277,38089,26525,5.430968726,36.78108314,40.83905416,16.94889397,62.88776086,5.874439462,8.847427024,13.52513228,25.57929582,13.31845238,2230,67273,6619,6444,6544,850,294,3546
01117,AL,Shelby,8.022503131,19.26690999,23.53809117,36.5457793,7.32313427,2.593771841,91.73720587,8.262794129,85.58670498,11.32251301,1.219228081,2.096761668,46501,35562,3.283723128,19.63934168,33.4357036,43.64123159,82.45694254,1.46025878,4.505341384,8.43783384,14.49140734,8.677787822,5410,160511,12877,10560,10268,936,291,6561
01119,AL,Sumter,5.645392785,35.25423729,30,16.94915254,7.288135593,1.525423729,85.76271186,14.23728814,29.15254237,68.30508475,1.355932203,2.542372881,26211,14134,1.818181818,46.66666667,26.86868687,24.64646465,59.33806147,0,10.7398568,29.56534011,27.6849642,20.77335591,251,10451,590,1472,2095,116,45,423
01121,AL,Talladega,8.111188501,14.16861827,19.71116315,44.18423107,5.776736924,4.020296643,92.56440281,7.43559719,69.3598751,26.8930523,1.073380172,3.7470726,30786,21297,10.26042687,31.8582338,43.05854709,14.82279225,64.05367232,7.276736494,13.81603251,19.1965905,23.93793868,17.79334421,1814,63172,5124,7849,8468,648,374,2832
01123,AL,Tallapoosa,9.038737446,11.52518979,23.42995169,31.4699793,8.350586611,4.692891649,94.16839199,5.831608006,81.7805383,17.25327812,0.034506556,0.931677019,37174,22597,9.351011863,31.1235171,33.4961619,26.02930914,59.87124464,14.21744325,13.81294964,19.36210469,27.55395683,15.83025498,837,32062,2898,3514,4298,383,192,1398
01125,AL,Tuscaloosa,6.416882527,17.84962694,20.26018749,33.08781328,7.432561699,2.754926344,89.02812321,10.97187679,69.37057586,28.73541228,0.927874498,1.377463172,36818,23976,6.487171983,28.91425227,38.64013267,25.95844308,67.06131825,3.610013175,9.689991143,18.43525694,16.98848539,10.52988298,3795,162914,10454,12895,22576,959,547,5659
01127,AL,Walker,8.013728699,12.97310757,15.26394422,45.41832669,10.15936255,3.386454183,93.89940239,6.10059761,91.28486056,6.025896414,0.174302789,2.514940239,32876,22018,12.4750996,43.97410359,30.85159363,12.69920319,59.78602895,6,9.961928934,20.08755403,29.18781726,21.27895378,950,50114,4016,7680,7250,460,157,1589
01129,AL,Washington,8.114374034,13.52380952,38.85714286,41.42857143,7.80952381,1.619047619,92.76190476,7.238095238,54.38095238,28.28571429,0.476190476,16.85714286,24492,19981,1.619047619,40,43.33333333,15.04761905,67.59689922,2.293577982,18.45425868,18.27090592,20.66246057,22.26698606,436,12940,1050,2045,1678,131,117,645
01131,AL,Wilcox,5.490051584,10.06711409,14.76510067,40.04474273,15.8836689,4.250559284,97.76286353,2.237136465,57.71812081,42.28187919,0,0,30516,17035,10.96196868,30.42505593,36.68903803,21.92393736,35.79545455,0,8.928571429,29.4695143,26.78571429,16.46572511,63,8142,447,956,1711,45,15,176
01133,AL,Winston,8.438908031,18.78140704,13.25376884,35.61557789,11.62060302,1.75879397,97.86432161,2.135678392,96.04271357,0,1.633165829,2.324120603,30798,19685,10.76523995,49.02723735,26.13488975,14.07263294,56.68257757,0,5.528846154,16.5168191,36.77884615,22.86467214,475,18865,1592,2950,2131,306,46,838
02000,AK,Alaska,12.60210297,34.24212774,29.61661626,30.83970824,3.666310858,1.224574512,86.85287315,13.14712685,76.27646326,5.715175236,5.190357588,14.44434561,53653,32671,3.408742096,23.36546135,45.26367487,27.96212168,80.35737214,5.262176773,6.317705174,10.61720499,17.68134154,10.11222585,37551,535244,67452,40791,42828,8161,2916,46730
02010,AK,Aleutian Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02013,AK,Aleutians East,4.330037504,7.874015748,18.11023622,50.39370079,2.362204724,7.086614173,87.4015748,12.5984252,53.54330709,0.787401575,6.299212598,43.30708661,58438,28982,13.38582677,29.92125984,35.43307087,21.25984252,94.80519481,12.32876712,6.578947368,16.0532498,9.210526316,5.403288958,73,2933,127,138,410,7,5,77
02016,AK,Aleutians West,5.754178126,40.80882353,46.69117647,17.27941176,0.367647059,0,93.75,6.25,49.63235294,15.80882353,8.455882353,29.04411765,66250,32532,1.127819549,43.23308271,35.71428571,19.92481203,96.73469388,2.53164557,5.714285714,7.971547707,16,5.837625705,237,4727,272,238,325,28,10,245
02020,AK,Anchorage,13.13790067,37.12016452,29.59614225,28.30195369,3.414530369,1.201999787,85.53345389,14.46654611,73.09506081,8.169343687,5.885898663,14.84239265,55569,36594,1.869852341,19.42939823,44.80225569,33.89849373,83.06759268,4.345266133,4.921986514,8.568757343,16.4591229,9.317316505,16984,214669,28203,15148,13931,3344,1000,20446
02050,AK,Bethel,5.584807941,26.73879444,28.12982998,35.08500773,2.936630603,0.772797527,95.82689335,4.173106646,25.50231839,1.545595054,0.309119011,72.64296754,25391,16778,17.71159875,46.55172414,23.51097179,12.22570533,70,16.50793651,20.18348624,26.74721383,23.62385321,9.519841683,315,11585,647,914,2568,103,88,450
02060,AK,Bristol Bay,13.32357247,23.07692308,46.15384615,18.68131868,3.296703297,0,91.20879121,8.791208791,82.41758242,0,6.593406593,10.98901099,64250,42443,0,42.85714286,42.85714286,14.28571429,77.77777778,10.20408163,1.639344262,6.355140187,1.639344262,13.08411215,49,683,91,70,34,1,1,63
02068,AK,Denali,6.15942029,7.56302521,21.8487395,52.94117647,0.840336134,0,93.27731092,6.722689076,94.11764706,0,0,5.882352941,60625,24550,0,20.16806723,53.78151261,26.05042017,72.85714286,3.921568627,0,20.35294118,34.28571429,11.58823529,51,1932,119,197,346,24,0,70
02070,AK,Dillingham,4.565280605,18.47133758,16.56050955,43.31210191,5.095541401,0,100,0,48.40764331,0,0,51.59235669,45729,23581,8.280254777,42.03821656,27.38853503,22.29299363,83.33333333,11.42857143,13.0952381,14.98460486,29.76190476,10.6739651,70,3439,157,312,438,25,11,84
02090,AK,Fairbanks North Star,16.76918846,49.17141378,34.54168824,24.08941826,2.140514414,1.035732781,82.14224064,17.85775936,74.64180908,9.76178146,7.845675816,9.692732608,53494,33944,2.503912363,20.58363251,52.55454294,24.35791218,82.75480876,4.074271974,3.304405874,9.071274298,16.98931909,9.069255768,7486,69091,11586,4493,4494,1527,297,9046
02100,AK,Haines,6.887755102,25.18518519,3.703703704,51.85185185,1.481481481,2.222222222,100,0,71.85185185,0,0,28.14814815,48077,35283,0,17.77777778,63.7037037,18.51851852,89.58333333,4.651162791,6.382978723,6.646058733,6.382978723,7.032457496,43,1960,135,91,86,3,3,48
02105,AK,Hoonah-Angoon,10.57317752,6.842105263,17.36842105,69.47368421,3.157894737,3.684210526,95.26315789,4.736842105,47.36842105,8.947368421,4.736842105,41.57894737,36875,30317,6.382978723,39.89361702,32.9787234,20.74468085,83.95061728,8.823529412,13.58024691,9.607993851,19.75308642,10.22290546,68,1797,190,133,125,16,11,81
02110,AK,Juneau ,9.641345155,26.84341342,29.2046396,33.67854184,3.438276719,1.781275891,88.56669428,11.43330572,82.68434134,1.325600663,3.521126761,12.96603148,64300,43260,3.489821354,20.27420025,39.26049024,36.97548816,80.73770492,2.284263959,6.717451524,7.818463125,15.85872576,9.370809696,1182,25038,2414,1817,1516,229,97,1464
